species;family
Ramonda nathaliae;Gesneriaceae
Ramonda serbica;Gesneriaceae
Ramonda serbica;Gesneriaceae
Ranunculus aconitifolius;Ranunculaceae
Ranunculus acris;Ranunculaceae
Ranunculus acris;Ranunculaceae
Ranunculus auricomus;Ranunculaceae
Ranunculus constantinopolitanus;Ranunculaceae
Ranunculus gramineus;Ranunculaceae
Ranunculus granatensis;Ranunculaceae
Ranunculus illyricus;Ranunculaceae
Ranunculus japonicus;Ranunculaceae
Ranunculus lanuginosus;Ranunculaceae
Ranunculus lingua;Ranunculaceae
Ranunculus lingua;Ranunculaceae
Ranunculus lingua;Ranunculaceae
Ranunculus montanus;Ranunculaceae
Ranunculus platanifolius;Ranunculaceae
Ranunculus repens;Ranunculaceae
Ranunculus sp.;Ranunculaceae
Ranzania japonica;Berberidaceae
Raphionacme arabica;Apocynaceae
Raphionacme procumbens;Apocynaceae
Raphionacme sp.;Apocynaceae
Raphionacme sp.;Apocynaceae
Raphionacme velutina;Apocynaceae
Raphionacme zeyheri;Apocynaceae
Ratibida columnifera;Asteraceae
Ratibida columnifera;Asteraceae
Ratibida pinnata;Asteraceae
Rauhia sp.;Amaryllidaceae
Rauvolfia tabernaemontana;Apocynaceae
Ravenala madagascariensis;Strelitziaceae
Ravenala madagascariensis;Strelitziaceae
Ravenea dransfieldii;Arecaceae
Ravenea hildebrandtii;Arecaceae
Ravenea rivularis;Arecaceae
Ravenea rivularis;Arecaceae
Ravenea rivularis;Arecaceae
Ravenea robustior;Arecaceae
Ravenea sambiranensis;Arecaceae
Ravenea sp.;Arecaceae
Ravenea xerophila;Arecaceae
Reaumuria sp.;Tamaricaceae
Rebutia albida;Cactaceae
Rebutia arenacea;Cactaceae
Rebutia deminuta;Cactaceae
Rebutia fiebrigii;Cactaceae
Rebutia fiebrigii;Cactaceae
Rebutia pygmea;Cactaceae
Rebutia pygmea;Cactaceae
Regnellidium diphyllum;Marsileaceae
Regnellidium diphyllum;Marsileaceae
Reichardia tingitana;Asteraceae
Reineckea carnea;Asparagaceae (Ruscaceae)
Reineckea carnea;Asparagaceae (Ruscaceae)
Reinhardtia gracilis;Arecaceae
Reinhardtia simplex;Arecaceae
Reinhardtia simplex;Arecaceae
Remusatia hookeriana;Araceae
Remusatia pumila;Araceae
Renanthera bella;Orchidaceae
Renanthera caloptera;Orchidaceae
Renanthera coccinea;Orchidaceae
Renanthera histrionica;Orchidaceae
Renanthera imschootiana;Orchidaceae
Renanthera matutina;Orchidaceae
Renanthera monachica;Orchidaceae
Renanthera sp.;Orchidaceae
Renanthera vietnamensis;Orchidaceae
Reseda phyteuma;Resedaceae
Restio festuciformis;Restionaceae
Restio festuciformis;Restionaceae
Restrepia flosculata;Orchidaceae
Restrepia fritillina;Orchidaceae
Restrepia muscifera;Orchidaceae
Restrepia roseola;Orchidaceae
Restrepia trichoglossa;Orchidaceae
Restrepiella ophiocephala;Orchidaceae
Restrepiella ophiocephala;Orchidaceae
Restrepiella sp.;Orchidaceae
Retrophyllum comptonii;Podocarpaceae
Retrophyllum minor;Podocarpaceae
Retrophyllum rospigliosii;Podocarpaceae
Retrophyllum rospigliosii;Podocarpaceae
Reynoutria campanulata;Polygonaceae
Rhamnus alaternus;Rhamnaceae
Rhamnus alaternus;Rhamnaceae
Rhamnus alpina;Rhamnaceae
Rhamnus costata;Rhamnaceae
Rhamnus diamantiaca;Rhamnaceae
Rhamnus globosa;Rhamnaceae
Rhamnus koraiensis (citriodora?);Rhamnaceae
Rhamnus lycioides;Rhamnaceae
Rhamnus parvifolia;Rhamnaceae
Rhamnus sp.;Rhamnaceae
Rhamnus sp.;Rhamnaceae
Rhamnus sp.;Rhamnaceae
Rhamnus sp.;Rhamnaceae
Rhamnus utilis;Rhamnaceae
Rhamnus yoshinii;Rhamnaceae
Rhaphidophora beccarii;Araceae
Rhaphidophora cryptantha;Araceae
Rhaphidophora decursiva;Araceae
Rhaphidophora decursiva;Araceae
Rhaphidophora foraminifera;Araceae
Rhaphidophora foraminifera;Araceae
Rhaphidophora hookeri;Araceae
Rhaphidophora korthalsii;Araceae
Rhaphidophora latevaginata;Araceae
Rhaphidophora lobbii;Araceae
Rhaphidophora megasperma;Araceae
Rhaphidophora minor;Araceae
Rhaphidophora minor;Araceae
Rhaphidophora nicolsonii;Araceae
Rhaphidophora pteropoda;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora sp.;Araceae
Rhaphidophora stenophylla;Araceae
Rhaphidophora tenuis;Araceae
Rhaphidophora tetrasperma;Araceae
Rhaphidophora tetrasperma;Araceae
Rhapidophyllum hystrix;Arecaceae
Rhapis excelsa;Arecaceae
Rhapis gracilis;Arecaceae
Rhapis humilis;Arecaceae
Rhapis laosensis;Arecaceae
Rhapis multifida;Arecaceae
Rhapis multifida;Arecaceae
Rhapis robusta;Arecaceae
Rhapis subtilis;Arecaceae
Rhaponticum scariosum;Asteraceae
Rhaponticum uniflorum;Asteraceae
Rhazya orientalis;Apocynaceae
Rheum alexandrae;Polygonaceae
Rheum cordatum;Polygonaceae
Rheum palmatum;Polygonaceae
Rheum sp.;Polygonaceae
Rheum sp.;Polygonaceae
Rheum tanguticum;Polygonaceae
Rheum tanguticum;Polygonaceae
Rheum undulatum;Polygonaceae
Rhigozum obovatum;Bignoniaceae
Rhipidoglossum ruttilum;Orchidaceae
Rhipidoglossum xanthopollinium;Orchidaceae
Rhipsalis baccifera;Cactaceae
Rhipsalis baccifera;Cactaceae
Rhipsalis casutta;Cactaceae
Rhipsalis cereuscula;Cactaceae
Rhipsalis elliptica;Cactaceae
Rhipsalis floccosa;Cactaceae
Rhipsalis mesembryanthemoides;Cactaceae
Rhipsalis mesembryanthemoides;Cactaceae
Rhipsalis micrantha;Cactaceae
Rhipsalis paradoxa;Cactaceae
Rhipsalis sp.;Cactaceae
Rhipsalis sp.;Cactaceae
Rhipsalis sp.;Cactaceae
Rhipsalis sp.;Cactaceae
Rhipsalis sp.;Cactaceae
Rhitidophyllum exsertum;Gesneriaceae
Rhitidophyllum tomentosum;Gesneriaceae
Rhizophora sp.;Rhizophoraceae
Rhodanthemum catananche;Asteraceae
Rhodanthemum gayanum;Asteraceae
Rhodanthemum hosmariense;Asteraceae
Rhodiola pachyclados;Crassulaceae
Rhodiola rhodantha;Crassulaceae
Rhodiola rosea;Crassulaceae
Rhodocactus sacharosa;Cactaceae
Rhodocoma capensis;Restionaceae
Rhodocoma foliosa;Restionaceae
Rhododendron acrophilum;Ericaceae
Rhododendron arboreum;Ericaceae
Rhododendron arboreum;Ericaceae
Rhododendron arboreum;Ericaceae
Rhododendron atlanticum;Ericaceae
Rhododendron atlanticum;Ericaceae
Rhododendron austrinum;Ericaceae
Rhododendron austrinum;Ericaceae
Rhododendron bagobonum;Ericaceae
Rhododendron beyerinckianum;Ericaceae
Rhododendron calendulaceum;Ericaceae
Rhododendron calendulaceum;Ericaceae
Rhododendron calendulaceum;Ericaceae
Rhododendron calendulaceum;Ericaceae
Rhododendron caliginis;Ericaceae
Rhododendron canescens;Ericaceae
Rhododendron catawbiense;Ericaceae
Rhododendron catawbiense;Ericaceae
Rhododendron crassifolium;Ericaceae
Rhododendron crassifolium;Ericaceae
Rhododendron cubittii;Ericaceae
Rhododendron cumberlandense;Ericaceae
Rhododendron cumberlandense;Ericaceae
Rhododendron cumberlandense;Ericaceae
Rhododendron cumberlandense;Ericaceae
Rhododendron curviflorum;Ericaceae
Rhododendron dauricum;Ericaceae
Rhododendron dianthosmum;Ericaceae
Rhododendron dianthosmum;Ericaceae
Rhododendron durionifolium;Ericaceae
Rhododendron edanoi;Ericaceae
Rhododendron flammeum;Ericaceae
Rhododendron flammeum;Ericaceae
Rhododendron flammeum;Ericaceae
Rhododendron goodenoughii;Ericaceae
Rhododendron hellwigii;Ericaceae
Rhododendron herzogii;Ericaceae
Rhododendron himantodes;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron hybr.;Ericaceae
Rhododendron christi;Ericaceae
Rhododendron christianae;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron impeditum;Ericaceae
Rhododendron intranervatum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron japonicum;Ericaceae
Rhododendron jasminiflorum;Ericaceae
Rhododendron jasminiflorum;Ericaceae
Rhododendron jasminiflorum;Ericaceae
Rhododendron javanicum;Ericaceae
Rhododendron javanicum;Ericaceae
Rhododendron javanicum;Ericaceae
Rhododendron javanicum;Ericaceae
Rhododendron kaempferi;Ericaceae
Rhododendron keiskei;Ericaceae
Rhododendron kiusianum;Ericaceae
Rhododendron kochii;Ericaceae
Rhododendron konori;Ericaceae
Rhododendron laetum;Ericaceae
Rhododendron lanceolatum;Ericaceae
Rhododendron lepidotum;Ericaceae
Rhododendron leptanthum;Ericaceae
Rhododendron leytense;Ericaceae
Rhododendron leytense;Ericaceae
Rhododendron loranthiflorum;Ericaceae
Rhododendron loranthiflorum;Ericaceae
Rhododendron macgregoriae;Ericaceae
Rhododendron micromalayanum;Ericaceae
Rhododendron mollis;Ericaceae
Rhododendron mollis;Ericaceae
Rhododendron mollis;Ericaceae
Rhododendron mollis;Ericaceae
Rhododendron nieuwenhuisii;Ericaceae
Rhododendron obtusum;Ericaceae
Rhododendron pauciflorum;Ericaceae
Rhododendron periclymenoides;Ericaceae
Rhododendron periclymenoides;Ericaceae
Rhododendron periclymenoides;Ericaceae
Rhododendron periclymenoides;Ericaceae
Rhododendron periclymenoides;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron pontica-hybr.;Ericaceae
Rhododendron ponticum;Ericaceae
Rhododendron prunifolium;Ericaceae
Rhododendron quadrasianum;Ericaceae
Rhododendron quadrasianum;Ericaceae
Rhododendron rarilepidotum;Ericaceae
Rhododendron repens;Ericaceae
Rhododendron repens;Ericaceae
Rhododendron repens;Ericaceae
Rhododendron rhodoleucum;Ericaceae
Rhododendron robinsonii;Ericaceae
Rhododendron rousei;Ericaceae
Rhododendron salicifolium;Ericaceae
Rhododendron serpilifolium;Ericaceae
Rhododendron serrulatum;Ericaceae
Rhododendron schlippenbachii;Ericaceae
Rhododendron schlippenbachii;Ericaceae
Rhododendron sp.;Ericaceae
Rhododendron sp.;Ericaceae
Rhododendron stapfianum;Ericaceae
Rhododendron stenophyllum;Ericaceae
Rhododendron stenophyllum;Ericaceae
Rhododendron suaveolens;Ericaceae
Rhododendron sumatranum;Ericaceae
Rhododendron superbum;Ericaceae
Rhododendron superbum;Ericaceae
Rhododendron taxifolium;Ericaceae
Rhododendron triumphans;Ericaceae
Rhododendron vanvuurenii;Ericaceae
Rhododendron viriosum;Ericaceae
Rhododendron viscosum;Ericaceae
Rhododendron viscosum;Ericaceae
Rhododendron viscosum;Ericaceae
Rhododendron wallichii;Ericaceae
Rhododendron weyrichii;Ericaceae
Rhododendron williamsianum;Ericaceae
Rhododendron williamsii;Ericaceae
Rhododendron wrightianum;Ericaceae
Rhododendron x praecox;Ericaceae
Rhododendron yakushimanum-hybr.;Ericaceae
Rhododendron yakushimanum-hybr.;Ericaceae
Rhododendron zoelleri;Ericaceae
Rhodohypoxis baurii;Hypoxidaceae
Rhodohypoxis baurii;Hypoxidaceae
Rhodohypoxis baurii;Hypoxidaceae
Rhodoleia parvipetala;Hamamelidaceae
Rhodomyrtus tomentosa;Myrtaceae
Rhodophiala bifida;Amaryllidaceae
Rhodophiala rosea;Amaryllidaceae
Rhodospatha latifolia;Araceae
Rhodospatha moritziana;Araceae
Rhodospatha picta;Araceae
Rhodospatha sp.;Araceae
Rhodotypos scandens;Rosaceae
Rhoicissus tomentosa;Vitaceae
Rhopaloblaste singaporensis;Arecaceae
Rhopalostylis sapida;Arecaceae
Rhopalostylis sapida;Arecaceae
Rhus aromatica;Anacardiaceae
Rhus aromatica;Anacardiaceae
Rhus coriaria;Anacardiaceae
Rhus discolor;Anacardiaceae
Rhus glabra;Anacardiaceae
Rhus integrifolia;Anacardiaceae
Rhus integrifolia;Anacardiaceae
Rhus potaninii;Anacardiaceae
Rhus punjabensis;Anacardiaceae
Rhus radicans;Anacardiaceae
Rhus sp.;Anacardiaceae
Rhus succedanea;Anacardiaceae
Rhus trichocarpa;Anacardiaceae
Rhus typhina;Anacardiaceae
Rhus typhina;Anacardiaceae
Rhus typhina;Anacardiaceae
Rhus verniciflua;Anacardiaceae
Rhus virens;Anacardiaceae
Rhynchelytrum repens;Poaceae
Rhynchoglossum notonianum;Gesneriaceae
Rhyncholaelia digbyana;Orchidaceae
Rhyncholaelia digbyana;Orchidaceae
Rhyncholaelia digbyana;Orchidaceae
Rhyncholaelia digbyana;Orchidaceae
Rhyncholaelia glauca;Orchidaceae
Rhynchospora alba;Cyperaceae
Rhynchospora fusca;Cyperaceae
Rhynchostele rossii;Orchidaceae
Rhynchostylis gigantea;Orchidaceae
Rhynchostylis gigantea;Orchidaceae
Rhynchostylis gigantea;Orchidaceae
Rhynchostylis gigantea;Orchidaceae
Rhynchostylis sp.;Orchidaceae
Rhytidocaulon macrolobum;Apocynaceae
Rhytidophyllum autumnale;Gesneriaceae
Rhytidophyllum exsertum;Gesneriaceae
Rhytidophyllum leucomallon;Gesneriaceae
Rhytidophyllum sp.;Gesneriaceae
Rhytidophyllum tomentosum;Gesneriaceae
Ribes <x >gordonianum;Grossulariaceae
Ribes <x >innominatum;Grossulariaceae
Ribes alpinum;Grossulariaceae
Ribes americanum;Grossulariaceae
Ribes cereum;Grossulariaceae
Ribes cynosbati;Grossulariaceae
Ribes diacanthum;Grossulariaceae
Ribes fasciculatum;Grossulariaceae
Ribes laurifolium;Grossulariaceae
Ribes mandshuricum;Grossulariaceae
Ribes missouriense;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes nigrum;Grossulariaceae
Ribes niveum;Grossulariaceae
Ribes rubrum;Grossulariaceae
Ribes rubrum;Grossulariaceae
Ribes rubrum;Grossulariaceae
Ribes rubrum;Grossulariaceae
Ribes rubrum;Grossulariaceae
Ribes rubrum;Grossulariaceae
Ribes rubrum;Grossulariaceae
Ribes sanguineum;Grossulariaceae
Ribes sanguineum;Grossulariaceae
Ribes sanguineum;Grossulariaceae
Ribes sanguineum;Grossulariaceae
Ribes sanguineum;Grossulariaceae
Ribes sanguineum;Grossulariaceae
Ribes sanguineum;Grossulariaceae
Ribes sinnonensis;Grossulariaceae
Ribes sp.;Grossulariaceae
Ribes sp.;Grossulariaceae
Ribes sp.;Grossulariaceae
Ribes sp.;Grossulariaceae
Ribes speciosum;Grossulariaceae
Ribes speciusum;Grossulariaceae
Ribes spicatum;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes uva-crispa;Grossulariaceae
Ribes x nidigrolaria;Grossulariaceae
Ricinus communis;Euphorbiaceae
Riedelia arfakensis;Zingiberaceae
Riedelia sp.;Zingiberaceae
Rindera umbellata;Boraginaceae
Rivina humilis;Phytolaccaceae
Robinia pseudoacacia;Fabaceae (s.str.)
Robinia pseudoacacia;Fabaceae (s.str.)
Robinia pseudoacacia;Fabaceae (s.str.)
Robinia pseudoacacia;Fabaceae (s.str.)
Robinia pseudoacacia;Fabaceae (s.str.)
Robinia pseudoacacia;Fabaceae (s.str.)
Robiquetia cerina;Orchidaceae
Rodgersia aesculifolia;Saxifragaceae
Rodgersia aesculifolia;Saxifragaceae
Rodgersia aesculifolia;Saxifragaceae
Rodgersia aesculifolia;Saxifragaceae
Rodgersia aesculifolia;Saxifragaceae
Rodgersia hybr.;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia pinnata;Saxifragaceae
Rodgersia podophylla;Saxifragaceae
Rodgersia podophylla;Saxifragaceae
Rodgersia purdomii;Saxifragaceae
Rodgersia sambucifolia;Saxifragaceae
Rodgersia sambucifolia;Saxifragaceae
Rodgersia sambucifolia;Saxifragaceae
Rodgersia sp.;Saxifragaceae
Rodgersia sp.;Saxifragaceae
Rodgersia sp.;Saxifragaceae
Rodgersia tabularis;Saxifragaceae
Rohdea japonica;Asparagaceae (Ruscaceae)
Rohdea japonica;Asparagaceae (Ruscaceae)
Rohdea japonica;Asparagaceae (Ruscaceae)
Rohdea japonica;Asparagaceae (Ruscaceae)
Rohdea japonica;Asparagaceae (Ruscaceae)
Rohdea japonica;Asparagaceae (Ruscaceae)
Romulea bulbocodium;Iridaceae
Romulea bulbocodium;Iridaceae
Romulea flava;Iridaceae
Romulea gigantea;Iridaceae
Romulea hirta;Iridaceae
Romulea leipoldtii;Iridaceae
Romulea limbarae;Iridaceae
Romulea linaresii;Iridaceae
Romulea linaresii;Iridaceae
Romulea multisulcata;Iridaceae
Romulea ramiflora;Iridaceae
Romulea rosea;Iridaceae
Romulea saldanhensis;Iridaceae
Romulea sp.;Iridaceae
Romulea tabularis;Iridaceae
Ronnbergia allenii;Bromeliaceae
Ronnbergia bilbergioides;Bromeliaceae
Ronnbergia deleonii;Bromeliaceae
Roridula dentata;Roridulaceae
Roridula gorgonias;Roridulaceae
Roridula gorgonias;Roridulaceae
Rorippa amphibia;Brassicaceae
Rosa acicularis;Rosaceae
Rosa acicularis;Rosaceae
Rosa ambiqua;Rosaceae
Rosa amblyotis;Rosaceae
Rosa amblyotis;Rosaceae
Rosa andegavensis;Rosaceae
Rosa arizonica;Rosaceae
Rosa arnoldii;Rosaceae
Rosa arvensis;Rosaceae
Rosa blanda;Rosaceae
Rosa californica;Rosaceae
Rosa californica;Rosaceae
Rosa canina;Rosaceae
Rosa davidii;Rosaceae
Rosa elliptica;Rosaceae
Rosa foetida;Rosaceae
Rosa foetida;Rosaceae
Rosa foetida;Rosaceae
Rosa fujisanensis;Rosaceae
Rosa fujisanensis;Rosaceae
Rosa gallica;Rosaceae
Rosa gallica;Rosaceae
Rosa giraldii;Rosaceae
Rosa glauca;Rosaceae
Rosa hirtula;Rosaceae
Rosa horrida;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa hybr.;Rosaceae
Rosa chionistrae;Rosaceae
Rosa chionistrae;Rosaceae
Rosa jacutica;Rosaceae
Rosa jundzillii;Rosaceae
Rosa jundzillii;Rosaceae
Rosa kalmiussica;Rosaceae
Rosa karakalensis;Rosaceae
Rosa longicuspis;Rosaceae
Rosa majalis;Rosaceae
Rosa marretii;Rosaceae
Rosa maximowicziana;Rosaceae
Rosa micrantha;Rosaceae
Rosa moyesii;Rosaceae
Rosa moyesii;Rosaceae
Rosa multiflora;Rosaceae
Rosa multiflora;Rosaceae
Rosa multiflora;Rosaceae
Rosa multiflora;Rosaceae
Rosa nanothamnus;Rosaceae
Rosa nitida;Rosaceae
Rosa nitidula;Rosaceae
Rosa oxyodon;Rosaceae
Rosa pendulina;Rosaceae
Rosa pisocarpa;Rosaceae
Rosa pisocarpa;Rosaceae
Rosa rubiginosa;Rosaceae
Rosa rugosa;Rosaceae
Rosa rugosa;Rosaceae
Rosa rugosa;Rosaceae
Rosa rugosa;Rosaceae
Rosa sancti-andreae;Rosaceae
Rosa serafinii;Rosaceae
Rosa sericea;Rosaceae
Rosa sericea;Rosaceae
Rosa setigera;Rosaceae
Rosa setigera;Rosaceae
Rosa setigera;Rosaceae
Rosa sikangensis;Rosaceae
Rosa silverhjelmii;Rosaceae
Rosa simillima;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa sp.;Rosaceae
Rosa spinosissima;Rosaceae
Rosa spinosissima;Rosaceae
Rosa tesquicola;Rosaceae
Rosa tesquicola;Rosaceae
Rosa tianschanica;Rosaceae
Rosa ultramontana;Rosaceae
Rosa virginiana;Rosaceae
Rosa wichuraiana;Rosaceae
Rosa woodsii;Rosaceae
Rosa woodsii;Rosaceae
Rosa x alba;Rosaceae
Rosa x centifolia;Rosaceae
Rosa x centifolia;Rosaceae
Roscoea alpina;Zingiberaceae
Roscoea auriculata;Zingiberaceae
Roscoea auriculata x purpurea;Zingiberaceae
Roscoea brandisii;Zingiberaceae
Roscoea cangshanensis;Zingiberaceae
Roscoea capitata;Zingiberaceae
Roscoea cautleyoides;Zingiberaceae
Roscoea purpurea;Zingiberaceae
Roscoea scillifolia;Zingiberaceae
Roscoea schneideriana;Zingiberaceae
Roscoea sp.;Zingiberaceae
Roscoea wardii;Zingiberaceae
Roscoea x beesiana;Zingiberaceae
Roscoea x beesiana;Zingiberaceae
Roscheria melanochaetes;Arecaceae
Rosmarinus officinalis;Lamiaceae
Rosmarinus officinalis;Lamiaceae
Rosmarinus officinalis;Lamiaceae
